"Order.Date","Year","Region","State","Category","Sub.Category","Segment","Ship.Mode","Sales","Profit","Discount","Quantity","Profit_Margin","Loss_Flag"
2013-05-10,2013,"East","Pennsylvania","Office Supplies","Envelopes","Consumer","Standard Class",9,3.504,0.2,1,0.389333333333333,"Profit"
2013-05-10,2013,"Central","Texas","Technology","Phones","Consumer","Standard Class",19,1.9136,0.2,2,0.100715789473684,"Profit"
2013-05-10,2013,"Central","Texas","Office Supplies","Paper","Corporate","Standard Class",77,26.824,0.2,2,0.348363636363636,"Profit"
2013-05-10,2013,"Central","Texas","Office Supplies","Storage","Corporate","Standard Class",857,107.082,0.2,6,0.124949824970828,"Profit"
2013-05-11,2013,"West","Washington","Office Supplies","Paper","Consumer","Standard Class",12,5.8604,0,2,0.488366666666667,"Profit"
2013-05-11,2013,"East","Pennsylvania","Technology","Phones","Home Office","Second Class",744,-123.998,0.4,2,-0.166663978494624,"Loss"
2013-05-11,2013,"Central","Illinois","Office Supplies","Envelopes","Consumer","Standard Class",7,2.3868,0.2,2,0.340971428571429,"Profit"
2013-05-12,2013,"West","California","Office Supplies","Paper","Consumer","First Class",6,2.691,0,1,0.4485,"Profit"
2013-05-13,2013,"West","California","Office Supplies","Appliances","Consumer","Standard Class",9,2.3409,0,1,0.2601,"Profit"
2013-05-13,2013,"West","Washington","Office Supplies","Envelopes","Consumer","Standard Class",55,26.901,0,5,0.489109090909091,"Profit"
2013-05-13,2013,"South","Virginia","Office Supplies","Art","Corporate","Standard Class",11,2.9592,0,4,0.269018181818182,"Profit"
2013-05-13,2013,"East","New York","Furniture","Furnishings","Corporate","Standard Class",10,4.4088,0,3,0.44088,"Profit"
2013-05-13,2013,"East","New York","Technology","Phones","Corporate","Standard Class",632,303.3408,0,4,0.479969620253165,"Profit"
2013-05-13,2013,"West","California","Technology","Accessories","Consumer","Standard Class",120,46.8,0,6,0.39,"Profit"
2013-05-13,2013,"East","Pennsylvania","Office Supplies","Storage","Corporate","Standard Class",82,-19.5624,0.2,2,-0.238565853658537,"Loss"
2013-05-15,2013,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",13,-9.8208,0.7,8,-0.755446153846154,"Loss"
2013-05-15,2013,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",58,-44.1462,0.7,3,-0.761141379310345,"Loss"
2013-05-15,2013,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",10,-7.612,0.7,2,-0.7612,"Loss"
2013-05-15,2013,"West","Arizona","Technology","Accessories","Corporate","Same Day",186,48.7011,0.2,7,0.261833870967742,"Profit"
2013-05-15,2013,"East","Ohio","Furniture","Furnishings","Consumer","Same Day",79,29.769,0.2,1,0.376822784810127,"Profit"
2013-05-15,2013,"South","Florida","Furniture","Furnishings","Corporate","Standard Class",30,8.3028,0.2,3,0.27676,"Profit"
2013-05-15,2013,"South","Florida","Technology","Phones","Corporate","Standard Class",44,4.36,0.2,5,0.0990909090909091,"Profit"
2013-05-15,2013,"South","Florida","Office Supplies","Art","Corporate","Standard Class",5,0.4172,0.2,2,0.08344,"Profit"
2013-05-15,2013,"South","Florida","Office Supplies","Paper","Corporate","Standard Class",31,10.8864,0.2,6,0.351174193548387,"Profit"
2013-05-16,2013,"South","Mississippi","Office Supplies","Art","Home Office","Standard Class",92,25.7488,0,4,0.279878260869565,"Profit"
2013-05-16,2013,"South","Mississippi","Office Supplies","Art","Home Office","Standard Class",8,2.1684,0,3,0.27105,"Profit"
2013-05-16,2013,"South","Mississippi","Office Supplies","Binders","Home Office","Standard Class",512,240.5648,0,8,0.469853125,"Profit"
2013-05-16,2013,"South","Florida","Office Supplies","Binders","Consumer","Second Class",8,-5.176,0.7,4,-0.647,"Loss"
2013-05-16,2013,"East","New York","Office Supplies","Binders","Consumer","Standard Class",14,4.4772,0.2,3,0.3198,"Profit"
2013-05-16,2013,"East","Ohio","Office Supplies","Paper","Consumer","Second Class",15,5.5216,0.2,4,0.368106666666667,"Profit"
2013-05-17,2013,"West","California","Office Supplies","Paper","Consumer","Second Class",17,8.4966,0,3,0.4998,"Profit"
2013-05-17,2013,"West","California","Office Supplies","Labels","Consumer","Second Class",28,13.3056,0,9,0.4752,"Profit"
2013-05-17,2013,"East","Connecticut","Office Supplies","Storage","Consumer","Standard Class",553,0,0,4,0,"Profit"
2013-05-17,2013,"West","California","Furniture","Furnishings","Consumer","Second Class",283,19.7988,0,4,0.0699604240282685,"Profit"
2013-05-18,2013,"East","Connecticut","Office Supplies","Labels","Consumer","First Class",15,6.8714,0,2,0.458093333333333,"Profit"
2013-05-18,2013,"East","Connecticut","Office Supplies","Supplies","Consumer","First Class",65,18.8993,0,7,0.290758461538462,"Profit"
2013-05-18,2013,"East","Connecticut","Furniture","Furnishings","Consumer","First Class",173,17.324,0,4,0.100138728323699,"Profit"
2013-05-18,2013,"Central","Illinois","Furniture","Furnishings","Consumer","First Class",23,-10.1736,0.6,3,-0.442330434782609,"Loss"
2013-05-18,2013,"Central","Illinois","Office Supplies","Binders","Consumer","First Class",3,-4.7685,0.8,1,-1.5895,"Loss"
2013-05-18,2013,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",27,-21.6144,0.7,6,-0.800533333333333,"Loss"
2013-05-18,2013,"South","Florida","Office Supplies","Binders","Corporate","Standard Class",3,-2.1648,0.7,2,-0.7216,"Loss"
2013-05-18,2013,"Central","Illinois","Office Supplies","Fasteners","Consumer","First Class",8,2.4675,0.2,3,0.3084375,"Profit"
2013-05-18,2013,"Central","Illinois","Office Supplies","Paper","Consumer","First Class",31,9.54,0.2,8,0.307741935483871,"Profit"
2013-05-19,2013,"West","California","Office Supplies","Storage","Consumer","Standard Class",104,26.07,0,3,0.250673076923077,"Profit"
2013-05-19,2013,"West","California","Office Supplies","Paper","Consumer","Standard Class",18,8.7906,0,3,0.488366666666667,"Profit"
2013-05-20,2013,"West","California","Office Supplies","Appliances","Corporate","Standard Class",88,23.7168,0,8,0.269509090909091,"Profit"
2013-05-20,2013,"East","New York","Office Supplies","Appliances","Consumer","Standard Class",243,70.441,0,5,0.289880658436214,"Profit"
2013-05-20,2013,"East","New York","Office Supplies","Storage","Consumer","Standard Class",455,0,0,5,0,"Profit"
2013-05-20,2013,"Central","Indiana","Office Supplies","Art","Corporate","Standard Class",21,6.206,0,5,0.29552380952381,"Profit"
2013-05-20,2013,"South","Virginia","Furniture","Chairs","Consumer","Standard Class",642,179.7488,0,2,0.279982554517134,"Profit"
2013-05-20,2013,"East","New York","Furniture","Furnishings","Consumer","Standard Class",40,12.3256,0,8,0.30814,"Profit"
2013-05-20,2013,"East","New York","Furniture","Furnishings","Consumer","Standard Class",36,15.0864,0,4,0.419066666666667,"Profit"
2013-05-20,2013,"East","New York","Office Supplies","Binders","Consumer","Standard Class",48,14.92,0.2,4,0.310833333333333,"Profit"
2013-05-20,2013,"West","California","Office Supplies","Binders","Corporate","Standard Class",10,3.3544,0.2,1,0.33544,"Profit"
2013-05-21,2013,"West","California","Furniture","Furnishings","Home Office","Standard Class",1049,272.792,0,5,0.260049571020019,"Profit"
2013-05-21,2013,"West","Colorado","Office Supplies","Binders","Home Office","First Class",41,-32.508,0.7,7,-0.792878048780488,"Loss"
2013-05-21,2013,"South","Florida","Office Supplies","Binders","Consumer","Standard Class",3,-2.245,0.7,2,-0.748333333333333,"Loss"
2013-05-21,2013,"South","North Carolina","Technology","Phones","Consumer","Same Day",1364,85.2475,0.2,5,0.0624981671554252,"Profit"
2013-05-21,2013,"West","California","Office Supplies","Binders","Home Office","Standard Class",15,5.0128,0.2,4,0.334186666666667,"Profit"
2013-05-22,2013,"East","Rhode Island","Office Supplies","Paper","Corporate","First Class",112,54.8604,0,2,0.489825,"Profit"
2013-05-22,2013,"West","California","Technology","Accessories","Consumer","First Class",66,27.1666,0,2,0.411615151515151,"Profit"
2013-05-22,2013,"Central","Texas","Office Supplies","Binders","Corporate","Standard Class",2,-3.2406,0.8,2,-1.6203,"Loss"
2013-05-22,2013,"Central","Illinois","Office Supplies","Binders","Corporate","Standard Class",4,-5.8869,0.8,3,-1.471725,"Loss"
2013-05-22,2013,"West","Nevada","Technology","Machines","Corporate","Standard Class",2396,179.73,0.2,10,0.0750125208681135,"Profit"
2013-05-22,2013,"Central","Texas","Office Supplies","Paper","Corporate","Standard Class",83,30.996,0.2,9,0.37344578313253,"Profit"
2013-05-22,2013,"West","California","Technology","Phones","Consumer","First Class",55,-12.4146,0.2,3,-0.22572,"Loss"
2013-05-23,2013,"East","New Jersey","Office Supplies","Appliances","Consumer","Standard Class",663,172.3384,0,4,0.259937254901961,"Profit"
2013-05-23,2013,"East","New Jersey","Office Supplies","Envelopes","Consumer","Standard Class",27,12.9024,0,6,0.477866666666667,"Profit"
2013-05-23,2013,"South","Georgia","Office Supplies","Labels","Consumer","Same Day",15,7.2177,0,3,0.48118,"Profit"
2013-05-23,2013,"East","New Jersey","Technology","Accessories","Consumer","Standard Class",95,30.432,0,5,0.320336842105263,"Profit"
2013-05-23,2013,"East","New Jersey","Technology","Phones","Consumer","Standard Class",345,86.25,0,5,0.25,"Profit"
2013-05-23,2013,"East","New Jersey","Technology","Phones","Consumer","Standard Class",258,74.8142,0,2,0.289977519379845,"Profit"
2013-05-23,2013,"East","New Jersey","Furniture","Tables","Consumer","Standard Class",174,-19.9184,0.3,2,-0.114473563218391,"Loss"
2013-05-23,2013,"West","California","Technology","Phones","Corporate","Standard Class",222,22.2384,0.2,2,0.100172972972973,"Profit"
2013-05-24,2013,"South","Alabama","Office Supplies","Paper","Home Office","Standard Class",5,2.4402,0,1,0.48804,"Profit"
2013-05-24,2013,"West","California","Furniture","Furnishings","Consumer","Standard Class",37,16.302,0,3,0.440594594594595,"Profit"
2013-05-24,2013,"East","Pennsylvania","Technology","Copiers","Consumer","Standard Class",8400,1119.9968,0.4,4,0.133332952380952,"Profit"
2013-05-24,2013,"East","Pennsylvania","Technology","Phones","Consumer","Standard Class",122,-24.4764,0.4,3,-0.200626229508197,"Loss"
2013-05-24,2013,"East","Pennsylvania","Office Supplies","Binders","Consumer","Standard Class",6,-4.196,0.7,1,-0.699333333333333,"Loss"
2013-05-24,2013,"Central","Illinois","Technology","Phones","Consumer","Standard Class",1980,148.4946,0.2,9,0.0749972727272727,"Profit"
2013-05-24,2013,"East","Pennsylvania","Office Supplies","Paper","Consumer","Standard Class",10,3.6288,0.2,2,0.36288,"Profit"
2013-05-25,2013,"South","Virginia","Office Supplies","Paper","Home Office","Same Day",192,91.968,0,4,0.479,"Profit"
2013-05-25,2013,"South","Virginia","Office Supplies","Supplies","Home Office","Same Day",70,20.155,0,5,0.287928571428571,"Profit"
2013-05-25,2013,"East","Pennsylvania","Office Supplies","Art","Home Office","Standard Class",17,3.3312,0.2,3,0.195952941176471,"Profit"
2013-05-26,2013,"South","Georgia","Office Supplies","Paper","Home Office","Standard Class",19,9.2928,0,2,0.489094736842105,"Profit"
2013-05-26,2013,"South","Georgia","Office Supplies","Storage","Home Office","Standard Class",1268,152.118,0,9,0.119966876971609,"Profit"
2013-05-26,2013,"South","Georgia","Furniture","Furnishings","Home Office","Standard Class",25,6.24,0,4,0.2496,"Profit"
2013-05-27,2013,"West","California","Office Supplies","Fasteners","Consumer","Standard Class",6,0,0,3,0,"Profit"
2013-05-27,2013,"West","California","Office Supplies","Paper","Consumer","Standard Class",45,21.7728,0,7,0.48384,"Profit"
2013-05-27,2013,"East","District of Columbia","Office Supplies","Binders","Consumer","Standard Class",10,4.4344,0,2,0.44344,"Profit"
2013-05-27,2013,"East","District of Columbia","Office Supplies","Paper","Consumer","Standard Class",13,5.842,0,2,0.449384615384615,"Profit"
2013-05-27,2013,"East","District of Columbia","Office Supplies","Paper","Consumer","Standard Class",19,9.3312,0,3,0.491115789473684,"Profit"
2013-05-27,2013,"East","District of Columbia","Furniture","Furnishings","Consumer","Standard Class",41,17.3754,0,3,0.423790243902439,"Profit"
2013-05-27,2013,"Central","Wisconsin","Furniture","Furnishings","Consumer","Standard Class",27,11.3148,0,3,0.419066666666667,"Profit"
2013-05-27,2013,"Central","Texas","Furniture","Chairs","Consumer","Same Day",388,-88.784,0.3,5,-0.228824742268041,"Loss"
2013-05-27,2013,"South","Florida","Office Supplies","Storage","Corporate","Second Class",185,13.8528,0.2,6,0.07488,"Profit"
2013-05-27,2013,"South","Florida","Technology","Accessories","Corporate","Second Class",48,11.98,0.2,2,0.249583333333333,"Profit"
2013-05-27,2013,"East","Pennsylvania","Office Supplies","Appliances","Corporate","Standard Class",35,6.534,0.2,2,0.186685714285714,"Profit"
2013-05-27,2013,"East","Pennsylvania","Office Supplies","Art","Corporate","Standard Class",2,0.1692,0.2,1,0.0846,"Profit"
2013-05-27,2013,"Central","Texas","Office Supplies","Paper","Consumer","Same Day",14,5.2026,0.2,3,0.371614285714286,"Profit"
2013-05-27,2013,"Central","Texas","Office Supplies","Paper","Consumer","Same Day",10,3.6288,0.2,2,0.36288,"Profit"
2013-05-27,2013,"Central","Texas","Technology","Accessories","Consumer","Same Day",64,-7.1991,0.2,1,-0.1124859375,"Loss"
2013-05-27,2013,"West","California","Furniture","Chairs","Consumer","Standard Class",485,-84.8232,0.2,6,-0.174893195876289,"Loss"
2013-05-27,2013,"West","California","Technology","Machines","Consumer","Standard Class",372,116.2425,0.2,3,0.312479838709677,"Profit"
2013-05-27,2013,"West","California","Technology","Phones","Consumer","Standard Class",211,23.7564,0.2,4,0.112589573459716,"Profit"
2013-05-28,2013,"West","California","Office Supplies","Paper","Consumer","Standard Class",13,6.1548,0,2,0.473446153846154,"Profit"
2013-05-28,2013,"Central","Michigan","Office Supplies","Paper","Corporate","Second Class",144,69.1776,0,3,0.4804,"Profit"
2013-05-28,2013,"Central","Michigan","Office Supplies","Paper","Corporate","Second Class",315,150.984,0,3,0.479314285714286,"Profit"
2013-05-28,2013,"Central","Michigan","Furniture","Chairs","Corporate","Second Class",3505,700.98,0,5,0.199994293865906,"Profit"
2013-05-28,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Standard Class",25,-33.3582,0.6,3,-1.334328,"Loss"
2013-05-28,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Standard Class",6,-1.6752,0.6,2,-0.2792,"Loss"
2013-05-28,2013,"Central","Illinois","Office Supplies","Storage","Consumer","Standard Class",1297,97.3026,0.2,9,0.0750212798766384,"Profit"
2013-05-29,2013,"West","California","Office Supplies","Paper","Consumer","Standard Class",183,84.0512,0,8,0.459296174863388,"Profit"
2013-05-29,2013,"West","California","Office Supplies","Appliances","Consumer","Standard Class",262,78.672,0,2,0.300274809160305,"Profit"
2013-05-29,2013,"East","New York","Office Supplies","Supplies","Corporate","Same Day",55,15.372,0,5,0.279490909090909,"Profit"
2013-05-29,2013,"South","Mississippi","Office Supplies","Art","Consumer","Standard Class",186,50.1876,0,6,0.269825806451613,"Profit"
2013-05-29,2013,"West","California","Technology","Accessories","Consumer","Standard Class",132,7.896,0,7,0.0598181818181818,"Profit"
2013-05-29,2013,"Central","Illinois","Technology","Phones","Home Office","Standard Class",286,25.06,0.2,1,0.0876223776223776,"Profit"
2013-05-29,2013,"South","Florida","Furniture","Chairs","Corporate","Standard Class",390,-24.392,0.2,8,-0.0625435897435897,"Loss"
2013-05-29,2013,"South","Florida","Office Supplies","Paper","Corporate","Standard Class",62,19.435,0.2,13,0.313467741935484,"Profit"
2013-05-29,2013,"West","California","Technology","Machines","Consumer","Standard Class",558,41.88,0.2,2,0.0750537634408602,"Profit"
2013-05-29,2013,"West","California","Office Supplies","Binders","Consumer","Standard Class",23,7.384,0.2,4,0.32104347826087,"Profit"
2013-05-30,2013,"South","Alabama","Office Supplies","Binders","Consumer","Second Class",23,11.375,0,5,0.494565217391304,"Profit"
2013-05-30,2013,"South","Alabama","Technology","Phones","Consumer","Second Class",980,274.386,0,5,0.279985714285714,"Profit"
2013-05-30,2013,"South","Tennessee","Office Supplies","Binders","Consumer","Standard Class",11,-8.6457,0.7,3,-0.785972727272727,"Loss"
2013-05-30,2013,"South","Tennessee","Furniture","Furnishings","Consumer","Standard Class",45,14.547,0.2,3,0.323266666666667,"Profit"
2013-05-30,2013,"South","Tennessee","Office Supplies","Art","Consumer","Standard Class",4,0.3336,0.2,2,0.0834,"Profit"
2013-05-31,2013,"West","California","Office Supplies","Paper","Home Office","Standard Class",39,18.6624,0,6,0.478523076923077,"Profit"
2013-05-31,2013,"South","Virginia","Office Supplies","Envelopes","Corporate","Standard Class",27,12.744,0,9,0.472,"Profit"
2013-05-31,2013,"South","Virginia","Office Supplies","Labels","Corporate","Standard Class",62,29.808,0,6,0.480774193548387,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Appliances","Home Office","Standard Class",365,109.422,0,3,0.299786301369863,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Art","Home Office","Standard Class",6,1.4456,0,2,0.240933333333333,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Art","Home Office","Standard Class",15,3.969,0,5,0.2646,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Paper","Home Office","Standard Class",629,301.968,0,6,0.480076311605723,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Paper","Home Office","Standard Class",45,21.7728,0,7,0.48384,"Profit"
2013-05-31,2013,"Central","Wisconsin","Office Supplies","Storage","Home Office","Standard Class",50,13.9328,0,4,0.278656,"Profit"
2013-05-31,2013,"Central","Wisconsin","Furniture","Furnishings","Home Office","Standard Class",47,21.33,0,5,0.453829787234042,"Profit"
2013-05-31,2013,"Central","Wisconsin","Technology","Phones","Home Office","Standard Class",126,35.2772,0,1,0.279977777777778,"Profit"
2013-05-31,2013,"South","Virginia","Furniture","Tables","Corporate","Standard Class",2276,386.835,0,10,0.169962653778559,"Profit"
2013-05-31,2013,"South","Virginia","Technology","Accessories","Corporate","Standard Class",112,26.8752,0,2,0.239957142857143,"Profit"
2013-05-31,2013,"South","Virginia","Technology","Accessories","Corporate","Standard Class",1980,653.301,0,6,0.32995,"Profit"
2013-05-31,2013,"West","California","Furniture","Furnishings","Corporate","Standard Class",168,11.7488,0,8,0.0699333333333333,"Profit"
2013-05-31,2013,"East","Ohio","Technology","Copiers","Corporate","First Class",840,69.999,0.4,2,0.0833321428571429,"Profit"
2013-05-31,2013,"West","Colorado","Office Supplies","Binders","Corporate","Standard Class",15,-11.9616,0.7,2,-0.79744,"Loss"
2013-05-31,2013,"West","Colorado","Office Supplies","Binders","Corporate","Standard Class",2,-1.9008,0.7,3,-0.9504,"Loss"
2013-05-31,2013,"West","Colorado","Office Supplies","Binders","Corporate","Standard Class",23,-15.08,0.7,2,-0.655652173913044,"Loss"
2013-05-31,2013,"South","North Carolina","Office Supplies","Binders","Consumer","First Class",3,-2.6256,0.7,2,-0.8752,"Loss"
2013-05-31,2013,"West","Colorado","Furniture","Chairs","Corporate","Standard Class",802,50.098,0.2,2,0.0624663341645885,"Profit"
2013-05-31,2013,"West","Colorado","Office Supplies","Paper","Corporate","Standard Class",33,11.8871,0.2,1,0.360215151515152,"Profit"
2013-05-31,2013,"East","Ohio","Office Supplies","Appliances","Consumer","Standard Class",124,9.294,0.2,5,0.0749516129032258,"Profit"
2013-05-31,2013,"Central","Texas","Technology","Accessories","Consumer","Same Day",224,11.198,0.2,5,0.0499910714285714,"Profit"
2013-05-31,2013,"Central","Texas","Technology","Phones","Consumer","Same Day",80,7.996,0.2,5,0.09995,"Profit"
2013-06-01,2013,"East","New York","Technology","Phones","Consumer","Standard Class",180,88.053,0,6,0.489183333333333,"Profit"
2013-06-01,2013,"Central","Illinois","Furniture","Chairs","Consumer","Standard Class",191,-38.2158,0.3,3,-0.200082722513089,"Loss"
2013-06-01,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Standard Class",32,-12.8256,0.6,3,-0.4008,"Loss"
2013-06-01,2013,"East","New York","Office Supplies","Binders","Consumer","Standard Class",7,2.3244,0.2,3,0.332057142857143,"Profit"
2013-06-01,2013,"Central","Illinois","Office Supplies","Paper","Consumer","Standard Class",18,6.7048,0.2,4,0.372488888888889,"Profit"
2013-06-01,2013,"Central","Illinois","Office Supplies","Paper","Consumer","Standard Class",10,3.6288,0.2,2,0.36288,"Profit"
2013-06-03,2013,"West","Washington","Office Supplies","Paper","Corporate","Standard Class",30,13.8828,0,3,0.46276,"Profit"
2013-06-03,2013,"West","Washington","Office Supplies","Binders","Corporate","Standard Class",52,18.7224,0.2,12,0.360046153846154,"Profit"
2013-06-03,2013,"West","Washington","Office Supplies","Binders","Corporate","Standard Class",11,3.9312,0.2,3,0.357381818181818,"Profit"
2013-06-03,2013,"East","Pennsylvania","Office Supplies","Storage","Corporate","First Class",65,-12.9568,0.2,1,-0.199335384615385,"Loss"
2013-06-04,2013,"West","California","Furniture","Tables","Corporate","Second Class",71,-1.7772,0.2,2,-0.025030985915493,"Loss"
2013-06-05,2013,"East","New York","Office Supplies","Paper","Consumer","Same Day",15,7.0218,0,3,0.46812,"Profit"
2013-06-05,2013,"South","Virginia","Office Supplies","Paper","Consumer","First Class",76,35.6636,0,2,0.469257894736842,"Profit"
2013-06-05,2013,"East","New York","Technology","Machines","Consumer","Same Day",1350,364.4595,0,3,0.26997,"Profit"
2013-06-05,2013,"East","New York","Furniture","Furnishings","Consumer","Same Day",61,20.7808,0,4,0.340668852459016,"Profit"
2013-06-05,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Second Class",4,-2.8308,0.6,3,-0.7077,"Loss"
2013-06-05,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Second Class",420,-356.728,0.6,5,-0.849352380952381,"Loss"
2013-06-05,2013,"Central","Illinois","Furniture","Furnishings","Consumer","Second Class",12,-4.6752,0.6,3,-0.3896,"Loss"
2013-06-05,2013,"Central","Illinois","Furniture","Tables","Consumer","Second Class",177,-120.513,0.5,5,-0.680864406779661,"Loss"
2013-06-05,2013,"East","New York","Furniture","Bookcases","Consumer","Same Day",137,5.1294,0.2,1,0.0374408759124088,"Profit"
2013-06-05,2013,"Central","Illinois","Technology","Phones","Consumer","Second Class",32,11.1944,0.2,2,0.349825,"Profit"
2013-06-05,2013,"Central","Illinois","Office Supplies","Art","Consumer","Second Class",7,1.2038,0.2,2,0.171971428571429,"Profit"
2013-06-05,2013,"Central","Illinois","Office Supplies","Paper","Consumer","Second Class",26,9.396,0.2,5,0.361384615384615,"Profit"
2013-06-06,2013,"West","California","Office Supplies","Appliances","Consumer","First Class",58,15.7248,0,4,0.27111724137931,"Profit"
2013-06-06,2013,"West","Washington","Office Supplies","Supplies","Corporate","Standard Class",61,15.9588,0,6,0.261619672131148,"Profit"
2013-06-06,2013,"East","Delaware","Office Supplies","Art","Consumer","Standard Class",11,2.79,0,2,0.253636363636364,"Profit"
2013-06-06,2013,"East","Delaware","Office Supplies","Labels","Consumer","Standard Class",15,6.8724,0,3,0.45816,"Profit"
2013-06-06,2013,"East","Delaware","Office Supplies","Storage","Consumer","Standard Class",360,93.6988,0,2,0.260274444444444,"Profit"
2013-06-06,2013,"East","Pennsylvania","Office Supplies","Labels","Home Office","Standard Class",8,2.646,0.2,3,0.33075,"Profit"
2013-06-06,2013,"East","Pennsylvania","Office Supplies","Storage","Home Office","Standard Class",125,-23.364,0.2,4,-0.186912,"Loss"
2013-06-06,2013,"West","California","Office Supplies","Binders","Consumer","First Class",22,7.0044,0.2,6,0.318381818181818,"Profit"
2013-06-07,2013,"West","California","Office Supplies","Paper","Home Office","Standard Class",100,46.953,0,5,0.46953,"Profit"
2013-06-07,2013,"West","California","Office Supplies","Labels","Home Office","Standard Class",22,10.584,0,7,0.481090909090909,"Profit"
2013-06-07,2013,"East","Massachusetts","Office Supplies","Storage","Consumer","First Class",714,207.147,0,5,0.290121848739496,"Profit"
2013-06-07,2013,"East","Massachusetts","Office Supplies","Paper","Corporate","Second Class",106,48.5392,0,4,0.457916981132075,"Profit"
2013-06-07,2013,"South","Arkansas","Office Supplies","Binders","Consumer","First Class",12,5.6016,0,3,0.4668,"Profit"
2013-06-07,2013,"South","Arkansas","Office Supplies","Binders","Consumer","First Class",64,30.7872,0,3,0.48105,"Profit"
2013-06-07,2013,"South","Arkansas","Office Supplies","Paper","Consumer","First Class",60,28.1718,0,3,0.46953,"Profit"
2013-06-07,2013,"South","Arkansas","Office Supplies","Paper","Consumer","First Class",13,6.2208,0,2,0.478523076923077,"Profit"
2013-06-07,2013,"South","Arkansas","Technology","Accessories","Consumer","First Class",27,5.1015,0,3,0.188944444444444,"Profit"
2013-06-07,2013,"South","Arkansas","Technology","Accessories","Consumer","First Class",180,75.5748,0,6,0.41986,"Profit"
2013-06-07,2013,"South","Arkansas","Technology","Accessories","Consumer","First Class",323,129.348,0,3,0.400458204334365,"Profit"
2013-06-07,2013,"West","California","Technology","Accessories","Home Office","Standard Class",27,3.7744,0,2,0.139792592592593,"Profit"
2013-06-07,2013,"Central","Illinois","Technology","Phones","Consumer","Standard Class",328,28.7196,0.2,4,0.087559756097561,"Profit"
2013-06-07,2013,"East","Ohio","Furniture","Furnishings","Consumer","Standard Class",83,0,0.2,2,0,"Profit"
2013-06-07,2013,"East","Ohio","Furniture","Furnishings","Consumer","Standard Class",466,34.974,0.2,3,0.0750515021459227,"Profit"
2013-06-07,2013,"West","California","Technology","Phones","Home Office","Standard Class",478,161.19,0.2,3,0.337217573221757,"Profit"
2013-06-07,2013,"West","California","Technology","Phones","Home Office","Standard Class",3024,226.7946,0.2,9,0.0749982142857143,"Profit"
2013-06-08,2013,"West","California","Office Supplies","Paper","Home Office","Standard Class",5,2.3177,0,1,0.46354,"Profit"
2013-06-08,2013,"East","New York","Office Supplies","Paper","Home Office","First Class",32,15.552,0,5,0.486,"Profit"
2013-06-08,2013,"East","Pennsylvania","Office Supplies","Fasteners","Home Office","Standard Class",10,3.4974,0.2,6,0.34974,"Profit"
2013-06-08,2013,"West","California","Office Supplies","Binders","Home Office","Standard Class",5,1.5548,0.2,1,0.31096,"Profit"
2013-06-10,2013,"Central","Minnesota","Furniture","Tables","Home Office","Standard Class",693,173.235,0,3,0.249978354978355,"Profit"
2013-06-10,2013,"South","Florida","Technology","Machines","Consumer","First Class",696,-27.828,0.5,2,-0.0399827586206897,"Loss"
2013-06-10,2013,"West","California","Furniture","Chairs","Consumer","Standard Class",122,13.7646,0.2,3,0.112824590163934,"Profit"
2013-06-10,2013,"West","California","Technology","Phones","Consumer","Standard Class",177,19.9665,0.2,3,0.112805084745763,"Profit"
2013-06-11,2013,"West","California","Office Supplies","Paper","Consumer","Standard Class",32,15.552,0,5,0.486,"Profit"
2013-06-11,2013,"West","California","Office Supplies","Labels","Consumer","Standard Class",21,9.936,0,2,0.473142857142857,"Profit"
2013-06-11,2013,"East","Pennsylvania","Office Supplies","Labels","Consumer","First Class",24,7.9704,0.2,8,0.3321,"Profit"
2013-06-11,2013,"West","California","Furniture","Tables","Consumer","Standard Class",1336,-217.048,0.2,4,-0.162461077844311,"Loss"
2013-06-12,2013,"West","Washington","Office Supplies","Labels","Consumer","Standard Class",15,6.8714,0,2,0.458093333333333,"Profit"
2013-06-12,2013,"West","Washington","Technology","Accessories","Consumer","Standard Class",390,132.5898,0,3,0.339973846153846,"Profit"
2013-06-12,2013,"East","New York","Technology","Accessories","Consumer","Second Class",240,71.991,0,3,0.2999625,"Profit"
2013-06-12,2013,"Central","Texas","Furniture","Furnishings","Corporate","Standard Class",13,-9.0944,0.6,7,-0.699569230769231,"Loss"
2013-06-12,2013,"Central","Texas","Office Supplies","Binders","Corporate","Standard Class",1,-2.1504,0.8,4,-2.1504,"Loss"
2013-06-12,2013,"Central","Texas","Office Supplies","Binders","Corporate","Standard Class",8,-13.6488,0.8,4,-1.7061,"Loss"
